#0#1#2#3#4#5#6#7#8#9#10#11#12#13
0#ADC#AND#ASL#BCC#BCS#BEQ#BIT#BMI#BNE#BPL#BRK#BVC#BVS#CLC
1#CLD#CLI#CLV#CMP#CPX#CPY#DEC#DEX#DEY#EOR#INC#INX#INY#JMP
2#JSR#LDA#LDX#LDY#LSR#NOP#ORA#PHA#PHP#PLA#PLP#ROL#ROR#RTI
3#RTS#SBC#SEC#SED#SEI#STA#STX#STY#TAX#TAY#TSX#TXA#TXS#TYA
